Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SANCTUARY ASSOCIATES,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0000000002328
SANDCO ENTERPRISES,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.0,27830.000000000226
SANDFITS FOUNDRIES PVT.LTD.,97056.0,97056.0,97056.0,264651.0,558072.0,558072.0,558072.0,558072.0,558072.0,558072.0000000001
SANDS INFRABUILD P. LTD.,5606.0,5606.0,5606.0,3612.0,307320.5,611029.0,419850.0,471690.0,471690.0,471690.00000000006
SANEAR EXIM INTERNATIONAL P. LTD.,355323.0,355323.0,355323.0,355323.0,290596.0,211044.0,131492.0,51940.0,82500.0,82500.00000000036
SANEI ELEVATORS INDIA PVT LTD,30918.0,30918.0,13460.0,12448.33,11436.67,10425.0,9413.33,8401.67,7390.0,7390.000000000237
SANES TRADING COMPANY,78337.0,78337.0,78337.0,78337.0,78337.0,78337.0,78337.0,78337.0,111789.0,111789.0000000002
SANFORD JAPAN ELECTRONICS P. LTD.,11123.0,11437.25,11751.5,12065.75,12380.0,12380.0,12380.0,12380.0,12380.0,12380.000000000231
SANGROSE LABORATORIES (P.) LTD.,125828.0,63008.0,17634.0,17634.0,35268.0,17634.0,17634.0,17634.0,17634.0,17634.000000000236
SANJU SAJU,4348.0,4348.0,4348.0,4348.0,4348.0,4348.0,4348.0,4348.0,4348.0,4348.000000000232
SANKAR SEALING SYSTEMS P. LTD.,11834.0,11834.0,11834.0,11834.0,11834.0,11834.0,11834.0,11834.0,11834.0,11834.000000000231
SANKARJI BUILDWARE,53000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.000000000215
SANKO JOINTINGS P. LTD.,39319.0,13410.0,24710.0,24710.0,24710.0,24710.0,24710.0,24710.0,24710.0,24710.00000000021
SANMATHI IMPEX,21210.0,21210.0,21210.0,21210.0,21210.0,21210.0,21210.0,21210.0,21210.0,21210.00000000023
SANMATHI TRADELINK,61240.0,61240.0,61240.0,61240.0,61240.0,61240.0,61240.0,61240.0,61240.0,61240.00000000022
SANREA HEALTHCARE P. LTD.,141440.0,74201.0,6962.0,16833.5,26705.0,3191.0,32504.0,32504.0,32504.0,32504.000000000207
"SANS KEY TECHNOLOGIES (I) P. LTD,",2979.0,3380.0,2938.0,2938.0,2938.0,2938.0,2938.0,2938.0,2938.0,2938.000000000233
"SANS KEY TECHNOLOGIES(I)PVT LTD,",1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0,1225.0000000002326
SANSCORP INDIA P. LTD.,692.0,692.0,692.0,692.0,6283.0,11874.0,11874.0,11874.0,11874.0,11874.00000000023
SANSKRITI IMPEX,61035.0,61035.0,61035.0,61035.0,61035.0,61035.0,61035.0,5560.0,5560.0,5560.000000000282
SANTA MARIA CONVENT,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0000000002326
SANTHA CASHEWS,359281.0,86855.0,67867.5,48880.0,48880.0,48880.0,48880.0,48880.0,48880.0,48880.00000000009
SANTHA TRADING COMPANY,121120.0,121120.0,85220.0,49320.0,49320.0,49320.0,49320.0,49320.0,49320.0,49320.00000000027
SANTHI MEDICAL INFORMATION CENTRE,20369.0,20369.0,20369.0,20369.0,20369.0,20369.0,20369.0,20369.0,20369.0,20369.00000000023
SANTHI PLASTICS,18054.0,18054.0,18054.0,18054.0,18054.0,18054.0,18054.0,18054.0,18054.0,18054.00000000023
SANTHOSH SKARIA,33530.0,33530.0,33530.0,33530.0,33530.0,33530.0,33530.0,33530.0,33530.0,33530.000000000226
SANTRO WOOD PRODUCTS,140100.0,140100.0,140100.0,140100.0,140100.0,140100.0,140100.0,140100.0,140100.0,140100.0000000002
SANTX INTERNATIONAL,217640.0,217640.0,144330.0,333004.0,150860.0,150860.0,150860.0,150860.0,150860.0,150859.99999999988
SANVIKA FEEDS,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.000000000232
SAP LABS INDIA P. LTD.,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.00000000023
SAP PNEUMATIC,9320.0,9320.0,9320.0,9320.0,9320.0,9320.0,9320.0,9320.0,9320.0,9320.000000000231
SAPHIRE EXPORT & IMPORT,22390.0,22390.0,22390.0,22390.0,22390.0,22390.0,22390.0,22390.0,22390.0,22390.00000000023
SAPPHIRE MARKETING AGENCIES,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.00000000023
SARA CHANNEL DISTRIBUTORS,280000.0,140210.0,140210.0,140210.0,140210.0,140210.0,140210.0,140210.0,140210.0,140210.00000000012
SARA IMPORT AND EXPORT COMPANY,565928.0,677832.0,337009.0,37600.0,37600.0,37600.0,37600.0,37600.0,37600.0,37600.000000000655
SARA SPICES,25234.0,25234.0,25234.0,25234.0,25234.0,25234.0,25234.0,25234.0,25234.0,25234.00000000023
SARADA STORE,245066.0,245066.0,573597.0,573597.0,573597.0,573597.0,573597.0,573597.0,573597.0,573597.0
SARAF SALES CORPORATION ,30571.0,30571.0,30571.0,30571.0,30571.0,30571.0,30571.0,30571.0,30571.0,30571.000000000226
SARAMBIKOOL MARSHOOD,41540.0,41540.0,41540.0,41540.0,41540.0,41540.0,41540.0,41540.0,41540.0,41540.000000000226
SARANAM ENTERPRISES,107080.0,107080.0,107080.0,107080.0,107080.0,107080.0,107080.0,107080.0,107080.0,107080.00000000022
SARANGI CASHEWS,132326.0,124364.0,116402.0,108440.0,108440.0,108440.0,108440.0,108440.0,108440.0,108440.00000000022
SARASWATHI CHEMICAL,60408.0,60408.0,60408.0,60408.0,80544.0,40272.0,40272.0,40272.0,40272.0,40272.000000000284
SARASWATHI CHEMICALS,40272.0,40272.0,40272.0,40272.0,40272.0,40272.0,40272.0,40272.0,40272.0,40272.000000000226
SARASWATHI METAL WORKS,8146.0,8146.0,8146.0,8146.0,8146.0,8146.0,8146.0,8146.0,8146.0,8146.000000000231
SARASWATHY TIMBERS AND SAW MILLS,252000.0,252000.0,252000.0,252000.0,252000.0,252000.0,252000.0,252000.0,252000.0,252000.00000000017
SARASWATI SALES P. LTD.,6870290.0,6870290.0,2215318.0,2215318.0,2215318.0,2215318.0,2215318.0,2215318.0,2215318.0,2215318.000000001
SARASWATI SALES PRIVATE LIMITED,841260.0,841260.0,841260.0,841260.0,841260.0,841260.0,841260.0,841260.0,841260.0,841260.0000000001
SARATHY ENTERPRISES ,17955.0,165300.0,165300.0,165300.0,165300.0,165300.0,165300.0,165300.0,165300.0,165300.0000000003
SARDONYX TECHNOLOGY P. LTD.,8455.0,8455.0,8455.0,8455.0,8455.0,8455.0,8455.0,8455.0,8455.0,8455.000000000231
SARGAM DISTRIBUTORS,52977.0,52977.0,52977.0,52977.0,52977.0,52977.0,52977.0,52977.0,52977.0,52977.000000000226
SARK SPICE PRODUCTS P. LTD.,8965.0,8965.0,43295.0,79162.5,115030.0,115030.0,115030.0,115030.0,115030.0,115030.00000000019
SARKAR HOLDING P. LTD.,12355.0,111030.0,41802.0,82750.0,17856.0,13360.0,24235.0,24235.0,24235.0,24235.000000000204
SARKAR PLYWOOD P. LTD.,25080.0,23166.67,21253.33,19340.0,17426.67,15513.33,13600.0,27040.0,13298.0,13298.000000000224
SAROJ ROOFING PRIVATE LIMITED,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.00000000023
SAROJA ENTERPRISES,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0000000002324
SARRA METAL INDUSTRIES,2491.0,2491.0,2491.0,2491.0,2491.0,2491.0,2491.0,2491.0,2491.0,2491.0000000002324
SARU PLYWOODS,24500.0,24500.0,24500.0,24500.0,24500.0,28500.0,58490.0,100360.0,328420.0,328420.00000000006
SARVE GROUP GLOBAL,10555.0,10555.0,10555.0,10555.0,10555.0,10555.0,10555.0,10555.0,10555.0,10555.000000000231
SARVESHWARI TECHNOLOGIES LTD.,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.0,9058.000000000231
SARWAM NATURALS P. LTD.,17998.0,17998.0,17998.0,17998.0,17998.0,17998.0,17998.0,17998.0,17998.0,17998.00000000023
SAS ASSOCIATES,82290.0,82290.0,31470.0,27147.0,27147.0,27147.0,27147.0,27147.0,27147.0,27147.000000000244
SASA S FASHION,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0,2896.0000000002324
SASCON CHEMICALS,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.000000000226
SASCON ROOFING INDIA P. LTD.,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0000000002324
SASIDHARAN THETTIKUZHI,94960.0,94960.0,94960.0,94960.0,94960.0,94960.0,94960.0,94960.0,94960.0,94960.00000000022
SASTHA ENTERPRISES,1363844.0,2108283.0,385203.0,273348.67,161494.33,49640.0,49640.0,49640.0,49640.0,49640.00000000115
SASTHA PLASTIC,4896.0,4896.0,4896.0,4896.0,4896.0,4896.0,4896.0,4896.0,4896.0,4896.000000000232
SATGURU CREATIONS,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,45000.000000000226
SATHYAM  PLY  AND BOARDS,82500.0,82500.0,82500.0,82500.0,82500.0,82500.0,82500.0,82500.0,82500.0,82500.00000000022
SATHYAM LITERATURE SERVICES TRUST,36690.0,36690.0,35380.0,26308.5,17237.0,12551.33,7865.67,3180.0,7250.0,7250.000000000245
SATHYAM PLY AND  BOARDS,3860430.0,3860430.0,3860430.0,3860430.0,3860430.0,3860430.0,3860430.0,3860430.0,3860430.0,3860429.999999999
SATHYASAI AIRCONDITIONING AND,16289.0,16289.0,16289.0,16289.0,16289.0,16289.0,16289.0,16289.0,16289.0,16289.00000000023
SATO AUTO ID INDIA P. LTD.,3834.0,3834.0,3834.0,3834.0,3834.0,3834.0,3834.0,3834.0,3834.0,3834.000000000232
SATYA COLD FORCE P. LTD.,12092.0,12092.0,12092.0,12092.0,12092.0,12092.0,12092.0,12092.0,12092.0,12092.000000000231
SATYAM IMPEX,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.000000000232
SAUHRITHA CASHEW COMPANY,50992.0,50992.0,50992.0,50992.0,50992.0,50992.0,50992.0,50992.0,50992.0,50992.000000000226
SAVE BOX CONCEPTS P. LTD.,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.0,4710.000000000232
SAVEER BIOTECH LTD.,40640.0,40640.0,40640.0,40640.0,40640.0,40640.0,40640.0,40640.0,40640.0,40640.000000000226
SAVO POLYMERS & PETRO PRODUCTS,419602.0,191108.0,89450.0,44710.0,148460.0,148460.0,148460.0,148460.0,148460.0,148460.0000000002
SAYAN TYRE INDIA P. LTD.,15373.0,15373.0,9960.0,9960.0,9960.0,9960.0,9960.0,9960.0,9960.0,9960.000000000231
SAYATTA IMPEX,42100.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.00000000022
SAYEGH PAINTS FACTORIES INDIA P. LTD.,113870.0,113870.0,113870.0,11697.0,41280.0,41340.0,50000.0,74520.0,99360.0,99360.00000000032
SBA CASHEWS,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0000000002324
SBBRSAA & COMPANY,365010.0,365010.0,365010.0,365010.0,365010.0,365010.0,365010.0,365010.0,365010.0,365010.0000000002
SBJ ASSOCIATES,7824.0,7824.0,7824.0,13820.0,10841.33,7862.67,4884.0,4884.0,4884.0,4884.000000000228
SCAFFS INDIA TRADING PVT LTD.,49459.0,49459.0,49459.0,49459.0,49459.0,49459.0,49459.0,49459.0,49459.0,49459.000000000226
SCALE ENGINEERING,9540.0,12081.0,35335.0,15500.0,20925.0,26350.0,1140.0,1140.0,1140.0,1140.0000000002622
SCANDIC POLYMERS,140058.0,140058.0,140058.0,140058.0,140058.0,140058.0,140058.0,140058.0,140058.0,140058.0000000002
SCHENKER INDIA P. LTD.,6348.0,6348.0,6348.0,6348.0,6348.0,6348.0,6348.0,6348.0,6348.0,6348.000000000232
SCHINDLER INDIA PVT. LTD.,35182.0,42994.67,50807.33,58620.0,61567.67,64515.33,67463.0,137085.0,137085.0,137085.00000000012
SCHMOLZ BICKENBACH INDIA PVT LTD,17456.0,17456.0,17456.0,17456.0,17456.0,22290.0,22290.0,22290.0,22290.0,22290.000000000222
SCHOLEET INTERNATIONAL,421500.0,421500.0,421500.0,421500.0,421500.0,421500.0,421500.0,421500.0,4973700.0,4973699.999999998
SCIENTIFIC INTERNATIONAL,2608.0,2608.0,2608.0,2608.0,2608.0,2608.0,2608.0,2608.0,2608.0,2608.0000000002324
SCIGENOM LABS PRIVATE LIMITED,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0000000002328
SCM SILKS P. LTD.,5900.0,5900.0,5900.0,5900.0,5900.0,5900.0,5900.0,5900.0,5900.0,5900.000000000232
SCUBA,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0000000002328
SE BLADES LTD.,24383.0,24383.0,24383.0,24383.0,24383.0,24383.0,24383.0,24383.0,24383.0,24383.00000000023
SEA BALL TRADING COMPANY,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.0,3937.000000000232
SEA BAY EXPORTS P. LTD.,18214.0,18214.0,18214.0,18214.0,18214.0,18214.0,18214.0,18214.0,18214.0,18214.00000000023
SEA BLUE SHIPYARD LTD.,9200.0,9200.0,9200.0,9200.0,9200.0,9200.0,9200.0,9200.0,9200.0,9200.000000000231
SEA BLUE TRADING,25251.0,25251.0,25251.0,25251.0,25251.0,25251.0,25251.0,25251.0,25251.0,25251.00000000023
SEA LAGOON HOTELS,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.0,4020.000000000232
SEA ROCK EXPORTS ,17700.0,17700.0,17700.0,8787.0,9185.5,9584.0,9584.0,9584.0,9584.0,9584.00000000024
SEA SOM CARBON COMPANY,110220.0,110220.0,110220.0,110220.0,110220.0,110220.0,110220.0,110220.0,110220.0,110220.0000000002
SEABOY FISHERIES LTD.,25200.0,25200.0,18800.0,12400.0,6000.0,8133.33,10266.67,12400.0,3000.0,3000.0000000002306
SEADROP EXIM,140560.0,140560.0,140560.0,140560.0,140560.0,140560.0,140560.0,56222.0,56222.0,56222.00000000029
SEAFOOD INNOVATIONS,21700.0,250.0,42130.0,37775.0,20900.0,3000.0,13050.0,23100.0,46200.0,46200.0000000002
SEAGULL FISHING TACKLES,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0,1813.0000000002324
SEAGULL GROUPS,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0,54000.000000000226
SEAHORSE RESIDENCY,5781.0,9930.0,9930.0,9930.0,9930.0,9930.0,9930.0,9930.0,9930.0,9930.000000000233
SEALAND CASHEW EXPORTS,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.000000000232
SEALAND CASHEWS,106730.0,106730.0,106730.0,106730.0,106730.0,106730.0,106730.0,106730.0,106730.0,106730.00000000022
SEALAND INTERNATIONAL MERCHANDISE P. LTD.,283100.0,283100.0,625692.0,625692.0,625692.0,625692.0,625692.0,625692.0,625692.0,625692.0
SEALED AIR INDIA PRIVATE LTD,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.0,3808.000000000232
SEALEX ADHESIVE PRODUCTS,26575.0,26575.0,26575.0,26575.0,26575.0,26575.0,26575.0,26575.0,26575.0,26575.00000000023
SEALINE FOREIGN MERCANDISE P. LTD.,1782908.0,987801.0,987801.0,987801.0,987801.0,987801.0,987801.0,987801.0,987801.0,987800.9999999995
SEALINE FOREIGN MERCHANDISE P. LTD.,2146363.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,199.9999999989831
SEALINE OVERSEAS,168000.0,168000.0,168000.0,168000.0,168000.0,168000.0,475000.0,251000.0,622196.0,622196.0
SEALINGS & JOINTINGS,8500.0,8500.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0000000002333
SEAMLESS ENERGY INTERNATIONAL ,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0,3183.0000000002324
SEAOUX THE ART WORLD AND PRINTING,17620.0,17620.0,17620.0,17620.0,17620.0,17620.0,17620.0,17620.0,17620.0,17620.00000000023
SEAPACK INDIA P. LTD.,11095.0,11095.0,11095.0,11095.0,11095.0,11095.0,11095.0,11095.0,11095.0,11095.000000000231
SEAS TRADE CORPORATION,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.00000000022
SEASAGA ENTERPRISES PRIVATE LIMITED,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.0,28890.000000000226
SEASON COIR EXPORTS,14824.0,14824.0,14824.0,14824.0,133416.0,163064.0,176440.0,87642.0,266833.0,266833.00000000023
SEASONAL MART,4500.0,11440.0,11440.0,11440.0,11440.0,11440.0,11440.0,11440.0,11440.0,11440.000000000235
SEATO AUTO ACCESSORIES INDIA P. LTD.,6705.0,8532.0,8532.0,8532.0,8532.0,8532.0,8532.0,8532.0,8532.0,8532.000000000231
SEAWAY EXPORTING AND IMPORTING ,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.000000000232
SEAWIND FISHERIES,85050.0,85050.0,85050.0,85050.0,85050.0,85050.0,85050.0,85050.0,85050.0,85050.00000000022
SECURA CENTRE,11457.0,11457.0,11457.0,11457.0,11457.0,11457.0,11457.0,11457.0,11457.0,11457.000000000231
SECURAS ASSOCIATES,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0,364.0000000002328
SEEGA INTERNATIONAL,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.0,24495.00000000023
SEEK INTERNATIONAL TRADING AND CONSULTANTS P. LTD.,5937.0,5937.0,5937.0,5937.0,5937.0,5937.0,5937.0,5937.0,5937.0,5937.000000000232
SEEMA CONTINENTAL,63000.0,63000.0,63000.0,63000.0,63000.0,63000.0,63000.0,63000.0,63000.0,63000.00000000022
SEEMATTI,1190.0,1755.0,2320.0,2885.0,3450.0,1630.0,1630.0,1630.0,1630.0,1630.0000000002349
SEEPISON EXPORTS AND IMPORTS,3412.0,3412.0,21730.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0000000002501
SEEPISON PLY BOARDS,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.0,55000.00000000022
SEETHEES EXIMS LLP,6420.0,6420.0,6420.0,6420.0,6420.0,6420.0,6420.0,6420.0,6420.0,6420.000000000232
SEICO PLYWOOD INDUSTRIES,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.000000000226
SEIKO PLYWOOD INDUSTRIES,34840.0,31420.0,28000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.00000000023
SELCO INTERNATIONAL TRADERS,21346.0,21346.0,21346.0,38620.0,23915.0,9210.0,52450.0,22560.0,57635.0,57635.000000000204
SELECTION FANCY,28842.0,28842.0,28842.0,28842.0,28842.0,28842.0,28842.0,28842.0,28842.0,28842.000000000226
SELFIE COSMETICS,2766.0,2766.0,2766.0,2766.0,2766.0,2766.0,2766.0,2766.0,2766.0,2766.0000000002324
SELKO GLASS PLYWOOD HARDWARE,37415.0,37415.0,37415.0,37415.0,37415.0,37415.0,37415.0,37415.0,37415.0,37415.000000000226
SELWIN IMPEX,101288.0,101288.0,101288.0,101288.0,101288.0,101288.0,101288.0,101288.0,101288.0,101288.00000000022
SEMI EXPORTS,393544.0,102170.0,387335.0,387335.0,387335.0,387335.0,387335.0,387335.0,387335.0,387334.99999999994
SEPERATIVZ KIZHAKKEPARAMBIL,24570.0,24570.0,24570.0,24570.0,24570.0,24570.0,24570.0,24570.0,24570.0,24570.00000000023
SEPHORA INFO SOLUTIONS PVT LTD,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.0,13349.000000000231
SEPR REFRACTORIES INDIA LTD.,9178448.0,2715029.0,147096.0,147096.0,147096.0,147096.0,147096.0,147096.0,147096.0,147095.99999999694
SESHASAYEE POAPER AND BOARDS LTD.,20778.0,20778.0,20778.0,20778.0,20778.0,20778.0,20778.0,20778.0,20778.0,20778.00000000023
SETHI TRACTOR AND ENGG WORKS,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.0,8990.000000000231
SETHUS EXPORTS,21408.0,21408.0,21408.0,21408.0,21408.0,21408.0,21408.0,21408.0,21408.0,21408.00000000023
SEVABHARATHI,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0000000002327
SEVANA ELECTRICAL APPLIANCES P. LTD.,15083.0,15083.0,1330.0,1325.0,1667.5,2010.0,2352.5,2695.0,2695.0,2695.000000000234
SEVANA TRADES & SERVICES (P) LTD.,8305.0,13565.0,13565.0,13565.0,13565.0,13565.0,13565.0,13565.0,13565.0,13565.000000000235
SEVEN HILLS CORPORTAION,18249.0,18249.0,18249.0,18249.0,18249.0,61562.0,18193.0,13840.0,69161.0,69161.00000000019
SEVEN STAR PLYWOODS & BLOCK BOARDS,30893.0,28946.5,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.00000000023
SEVENHILL TRADING CORPORATION,6990.0,6990.0,6990.0,6990.0,5293.0,5293.0,5293.0,5293.0,5293.0,5293.00000000023
SEVENSEAS PETROLEIUM P. LTD.,70974.0,70974.0,70974.0,70974.0,70974.0,70974.0,70974.0,70974.0,70974.0,70974.00000000022
SEVENSTAR PLYWOOD AND BLOCK,54000.0,54000.0,54000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.00000000025
"SF PANACHE TRADING PVT, LTD.",3637.0,3637.0,3637.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.00000000023
SFO TECHNOLOGIES DIGITAL P. LTD.,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.0,8636.000000000231
"SGM ARCADE,",53620.0,53620.0,76793.0,76793.0,76793.0,76793.0,76793.0,76793.0,76793.0,76793.0000000002
SGM PHOTO EQUIPMENTS,890.0,890.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0,716.0000000002327
SGR MOULDS INDIA P. LTD.,829125.0,829125.0,829125.0,829125.0,829125.0,829125.0,1155750.0,3113000.0,6898500.0,6898499.999999996
SGS GRAPHICS,41775.0,39010.0,34758.0,66998.0,66998.0,66998.0,66998.0,66998.0,66998.0,66998.00000000017
SGS MARINE HABITABILITY PVT.LTD,66029.0,66029.0,66029.0,66029.0,66029.0,66029.0,67235.0,5271.0,5271.0,5271.0000000002865
SGV FLUID CONTROLS PVT LTD,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0,2813.0000000002324
SHA & SONS TRADING COMPANY,1105506.0,1105506.0,1105506.0,1105506.0,1105506.0,1105506.0,1105506.0,291436.0,223145.0,223145.0000000009
SHA IMPEX,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0000000002324
SHA SIVADANMULL KHEEMCHAND,39798.0,39798.0,40788.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.0,14000.000000000256
SHABANBAR EXPORT,19550.0,19550.0,19550.0,19550.0,25945.0,27548.0,21428.0,10546.0,10546.0,10546.000000000247
SHABANDAR EXPORT,26880.0,26880.0,24722.83,22565.67,20408.5,18251.33,16094.17,13937.0,120038.0,120038.0000000002
SHABARI COTTONS,6870.0,6870.0,6870.0,6870.0,6870.0,6870.0,6870.0,6870.0,6870.0,6870.000000000231
SHABEER ENTERPRISES,198885.0,36240.0,18120.0,18120.0,18120.0,18120.0,18120.0,18120.0,18120.0,18120.00000000014
SHADES ROOFINGS,55678.0,55678.0,55678.0,55678.0,55678.0,55678.0,28149.0,28149.0,28149.0,28149.00000000024
SHAFCO KITCHEN ACCESSORIES,25630.0,25630.0,25630.0,25630.0,25630.0,25630.0,12631.0,12631.0,12631.0,12631.000000000238
SHAFI CASHEW INDUSTRIES,258862.0,258862.0,258862.0,258862.0,258862.0,258862.0,258862.0,258862.0,258862.0,258862.00000000017
SHAH BROTHERS,712307.0,712307.0,712307.0,1436642.0,811356.0,1629338.0,3428100.0,435738.0,1691634.0,1691633.9999999993
SHAIMA CHALLAKKARA,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0,2700.0000000002324
SHAJAHAN & CO,140224.0,140224.0,140224.0,140224.0,140224.0,140224.0,140224.0,140224.0,140224.0,140224.0000000002
SHAJI AND COMPANY,2661050.0,571611.0,288035.5,4460.0,551182.0,96215.0,96215.0,96215.0,96215.0,96215.00000000032
SHAJI GEORGE,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.000000000226
SHAJI M.D.,49290.0,49290.0,49290.0,49290.0,49290.0,49290.0,49290.0,49290.0,49290.0,49290.000000000226
SHAJI STEELS,128593.0,128593.0,128593.0,128593.0,128593.0,128593.0,128593.0,128593.0,128593.0,128593.0000000002
SHAJI TIMBER PRODUCTS,51840.0,51840.0,51840.0,51840.0,51840.0,21583.0,21583.0,21583.0,21583.0,21583.000000000266
SHAKEEF R.V.,6291.0,5567.33,4843.67,4120.0,4120.0,4120.0,4120.0,4120.0,4120.0,4120.000000000232
SHALCOS MANUFACTURES LLP,66600.0,66600.0,66600.0,66600.0,66600.0,66600.0,66600.0,66600.0,49305.0,49305.000000000226
SHALIMAR FURNITURE,171870.0,171870.0,69150.0,26100.0,7170.0,7170.0,7170.0,7170.0,7170.0,7170.000000000279
SHALIMAR SALES CORPORATION,183520.0,5657.0,5657.0,5657.0,5657.0,5657.0,5657.0,5657.0,5657.0,5657.000000000128
SHALINI TRADING & CONSULTANT WORKS,25135.0,25135.0,25135.0,25135.0,25135.0,25135.0,25135.0,25135.0,25135.0,25135.00000000023
SHAMBHO LIFE SOLUTIONS P LTD,18070.0,18070.0,18070.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0000000002465
SHAMEELA TRADERS,1022835.0,837880.0,1523904.0,548994.0,548994.0,548994.0,548994.0,548994.0,548994.0,548994.0000000008
SHAMEER KHAN,17070.0,17070.0,17070.0,17070.0,17070.0,17070.0,17070.0,17070.0,17070.0,17070.00000000023
SHAMKO EXIM P. LTD.,287240.0,207460.0,127680.0,108300.0,343560.0,133280.0,133280.0,133280.0,133280.0,133280.0000000006
SHAMSEENA C,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.0,5850.000000000232
SHAMSU K M,5110.0,5110.0,5110.0,12545.0,19980.0,13228.0,13228.0,13228.0,13228.0,13228.000000000236
SHAN ASSOCIATES,17839.0,17839.0,17839.0,17839.0,17839.0,17839.0,17839.0,17839.0,17839.0,17839.00000000023
SHAN DISTRIBUTORS,9991.0,9651.0,8512.8,7374.6,6236.4,5098.2,3960.0,3960.0,3960.0,3960.000000000234
SHANIBA AND COMPANY,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.000000000231
